shipment_id,warehouse_id,date,destination_region,delivery_days,sla_days,weight_kg,carrier,status,on_time
SH002210,WH11,2023-10-03,Sul,9,10,10.83,Total Express,Entregue,1
SH002211,WH10,2024-02-28,Centro-Oeste,14,3,2.91,Jadlog,Extraviado,0
SH002212,WH06,2023-05-20,Nordeste,2,5,7.84,Jadlog,Entregue,1
SH002213,WH08,2023-02-18,Sul,6,10,22.06,Jadlog,Entregue,1
SH002214,WH08,2023-12-25,Centro-Oeste,12,7,54.38,Jadlog,Entregue,0
SH002215,WH05,2023-03-01,Norte,14,10,12.36,Correios,Em trânsito,0
SH002216,WH12,2023-03-07,Nordeste,3,10,3.51,Total Express,Entregue,1
SH002217,WH02,2023-10-11,Sul,12,10,20.09,Correios,Entregue,0
SH002218,WH05,2024-04-11,Sul,11,10,19.85,Correios,Entregue,0
SH002219,WH06,2024-03-11,Norte,2,5,26.4,Jadlog,Entregue,1
SH002220,WH11,2023-01-11,Sudeste,7,3,1.76,Correios,Entregue,0
SH002221,WH08,2023-06-20,Norte,8,10,5.45,Total Express,Entregue,1
SH002222,WH12,2023-06-25,Sudeste,14,7,3.19,Correios,Entregue,0
SH002223,WH10,2023-07-01,Sul,11,3,2.92,Azul Cargo,Entregue,0
SH002224,WH02,2023-02-11,Sudeste,4,7,5.46,Jadlog,Entregue,1
SH002225,WH07,2023-09-01,Norte,10,7,0.58,Azul Cargo,Atrasado,0
SH002226,WH09,2023-02-02,Centro-Oeste,4,7,22.61,Azul Cargo,Entregue,1
SH002227,WH10,2024-01-12,Nordeste,7,10,22.91,Jadlog,Atrasado,1
SH002228,WH09,2023-11-20,Sul,13,10,34.45,Jadlog,Entregue,0
SH002229,WH10,2024-03-23,Nordeste,9,7,0.87,Total Express,Entregue,0
SH002230,WH04,2023-07-10,Norte,13,7,10.16,Correios,Entregue,0
SH002231,WH10,2024-01-27,Nordeste,8,7,0.08,Total Express,Entregue,0
SH002232,WH06,2023-12-26,Centro-Oeste,1,5,10.69,Correios,Extraviado,1
SH002233,WH06,2023-05-17,Centro-Oeste,1,3,1.23,Total Express,Em trânsito,1
SH002234,WH07,2023-05-20,Centro-Oeste,5,10,5.86,Correios,Entregue,1
SH002235,WH12,2023-02-27,Norte,2,5,4.7,Total Express,Entregue,1
SH002236,WH10,2023-10-27,Centro-Oeste,9,5,4.82,Azul Cargo,Entregue,0
SH002237,WH07,2023-04-21,Sul,11,5,2.56,Total Express,Entregue,0
SH002238,WH10,2023-06-15,Centro-Oeste,8,10,1.33,Total Express,Em trânsito,1
SH002239,WH02,2023-12-23,Norte,13,5,0.2,Correios,Entregue,0
SH002240,WH05,2023-04-20,Centro-Oeste,11,10,16.68,Jadlog,Entregue,0
SH002241,WH01,2024-01-03,Nordeste,8,3,29.74,Total Express,Entregue,0
SH002242,WH02,2023-07-14,Centro-Oeste,2,5,27.02,Azul Cargo,Entregue,1
SH002243,WH06,2023-12-21,Norte,2,10,12.04,Azul Cargo,Entregue,1
SH002244,WH05,2023-07-06,Nordeste,6,7,1.55,Jadlog,Atrasado,1
SH002245,WH08,2024-01-26,Sudeste,14,3,10.07,Total Express,Entregue,0
SH002246,WH12,2024-05-15,Sul,14,7,1.24,Total Express,Entregue,0
SH002247,WH01,2023-05-01,Centro-Oeste,13,5,8.63,Azul Cargo,Entregue,0
SH002248,WH09,2024-02-14,Norte,11,5,23.39,Jadlog,Entregue,0
SH002249,WH04,2024-04-04,Sul,4,10,2.67,Azul Cargo,Entregue,1
SH002250,WH01,2024-04-08,Nordeste,9,7,32.44,Jadlog,Entregue,0
SH002251,WH12,2023-07-12,Norte,4,10,5.86,Jadlog,Entregue,1
SH002252,WH11,2024-03-15,Centro-Oeste,12,5,2.95,Total Express,Entregue,0
SH002253,WH05,2023-03-04,Centro-Oeste,8,5,8.36,Correios,Entregue,0
SH002254,WH10,2024-02-14,Sudeste,6,10,24.42,Correios,Entregue,1
SH002255,WH09,2023-11-10,Sul,13,5,3.79,Azul Cargo,Entregue,0
SH002256,WH07,2023-01-27,Centro-Oeste,4,5,2.27,Total Express,Entregue,1
SH002257,WH03,2023-11-21,Nordeste,14,3,12.25,Total Express,Entregue,0
SH002258,WH08,2023-02-07,Nordeste,14,7,14.14,Correios,Entregue,0
SH002259,WH12,2023-02-16,Nordeste,7,3,0.9,Azul Cargo,Entregue,0
SH002260,WH02,2024-05-11,Nordeste,4,5,3.5,Jadlog,Entregue,1
SH002261,WH04,2023-08-28,Sul,1,3,1.53,Correios,Entregue,1
SH002262,WH12,2024-06-16,Sudeste,14,10,14.88,Jadlog,Entregue,0
SH002263,WH07,2024-05-21,Sudeste,10,7,9.02,Jadlog,Em trânsito,0
SH002264,WH04,2024-01-31,Norte,1,5,27.06,Azul Cargo,Entregue,1
SH002265,WH09,2023-05-05,Sul,8,7,13.55,Jadlog,Em trânsito,0
SH002266,WH03,2023-11-27,Norte,7,7,3.83,Total Express,Entregue,1
SH002267,WH01,2023-12-31,Centro-Oeste,9,5,4.95,Azul Cargo,Entregue,0
SH002268,WH10,2023-05-02,Norte,5,10,6.53,Azul Cargo,Entregue,1
SH002269,WH11,2023-03-30,Nordeste,6,3,1.24,Total Express,Entregue,0
SH002270,WH02,2024-06-19,Sudeste,10,7,30.51,Jadlog,Entregue,0
SH002271,WH09,2023-01-09,Sudeste,8,7,14.4,Total Express,Entregue,0
SH002272,WH05,2023-11-13,Sudeste,3,10,15.5,Azul Cargo,Entregue,1
SH002273,WH11,2023-11-17,Sul,3,5,12.93,Correios,Entregue,1
SH002274,WH05,2023-05-22,Nordeste,12,10,7.03,Jadlog,Entregue,0
SH002275,WH12,2024-05-04,Norte,13,10,5.73,Total Express,Entregue,0
SH002276,WH05,2023-04-03,Centro-Oeste,10,10,9.58,Correios,Entregue,1
SH002277,WH12,2023-01-20,Sul,13,10,16.06,Total Express,Entregue,0
SH002278,WH12,2023-06-22,Centro-Oeste,10,10,5.28,Jadlog,Entregue,1
SH002279,WH10,2023-12-06,Sul,10,5,8.15,Correios,Entregue,0
SH002280,WH01,2023-06-07,Nordeste,1,5,12.68,Jadlog,Entregue,1
SH002281,WH03,2024-04-05,Sul,2,10,3.89,Azul Cargo,Em trânsito,1
SH002282,WH12,2024-04-14,Centro-Oeste,2,10,21.49,Correios,Em trânsito,1
SH002283,WH03,2023-03-14,Sul,11,3,2.88,Total Express,Entregue,0
SH002284,WH02,2023-12-14,Nordeste,7,10,23.82,Jadlog,Entregue,1
SH002285,WH07,2023-01-23,Sudeste,8,3,0.06,Total Express,Extraviado,0
SH002286,WH05,2023-10-15,Sul,12,3,12.38,Correios,Entregue,0
SH002287,WH01,2023-12-03,Centro-Oeste,11,7,7.7,Total Express,Entregue,0
SH002288,WH01,2023-03-03,Centro-Oeste,14,10,3.41,Jadlog,Entregue,0
SH002289,WH04,2024-05-07,Sul,1,5,35.64,Azul Cargo,Atrasado,1
SH002290,WH08,2024-03-04,Nordeste,1,5,2.88,Correios,Entregue,1
SH002291,WH09,2024-03-05,Norte,5,7,8.12,Azul Cargo,Atrasado,1
SH002292,WH03,2024-03-10,Sudeste,1,10,9.82,Azul Cargo,Entregue,1
SH002293,WH08,2023-08-03,Nordeste,12,5,37.27,Jadlog,Entregue,0
SH002294,WH08,2023-11-22,Norte,2,10,12.19,Total Express,Entregue,1
SH002295,WH07,2023-03-09,Centro-Oeste,3,10,0.9,Jadlog,Entregue,1
SH002296,WH12,2023-01-23,Sul,13,3,6.46,Azul Cargo,Entregue,0
SH002297,WH11,2024-03-23,Centro-Oeste,1,5,24.07,Jadlog,Entregue,1
SH002298,WH01,2023-10-16,Sul,9,5,17.17,Azul Cargo,Entregue,0
SH002299,WH11,2023-08-16,Sudeste,4,10,0.63,Total Express,Entregue,1
SH002300,WH11,2023-07-25,Sul,11,5,10.51,Correios,Entregue,0
SH002301,WH07,2024-06-02,Centro-Oeste,14,10,1.47,Total Express,Entregue,0
SH002302,WH04,2023-08-27,Norte,13,10,1.24,Correios,Entregue,0
SH002303,WH01,2024-04-06,Norte,14,10,39.29,Jadlog,Entregue,0
SH002304,WH11,2023-10-24,Norte,14,3,14.43,Total Express,Entregue,0
SH002305,WH08,2024-05-01,Sul,11,10,1.38,Correios,Em trânsito,0
SH002306,WH03,2024-03-07,Nordeste,6,10,4.95,Azul Cargo,Em trânsito,1
SH002307,WH10,2024-04-02,Centro-Oeste,6,10,13.65,Jadlog,Entregue,1
SH002308,WH04,2024-03-20,Centro-Oeste,3,3,28.31,Correios,Entregue,1
SH002309,WH01,2023-09-24,Nordeste,8,3,0.83,Jadlog,Em trânsito,0
SH002310,WH08,2023-11-10,Norte,14,10,1.04,Jadlog,Atrasado,0
SH002311,WH08,2023-07-30,Norte,6,10,1.42,Azul Cargo,Entregue,1
SH002312,WH07,2023-05-23,Centro-Oeste,6,10,9.44,Azul Cargo,Atrasado,1
SH002313,WH03,2024-05-31,Sul,13,10,7.48,Jadlog,Entregue,0
SH002314,WH02,2024-05-10,Sul,1,5,2.15,Azul Cargo,Entregue,1
SH002315,WH04,2023-12-31,Sudeste,12,7,9.21,Azul Cargo,Entregue,0
SH002316,WH02,2023-10-28,Norte,7,5,5.03,Total Express,Entregue,0
SH002317,WH01,2023-09-29,Centro-Oeste,12,3,2.2,Jadlog,Entregue,0
SH002318,WH12,2023-10-19,Sul,4,7,0.4,Azul Cargo,Entregue,1
SH002319,WH09,2023-02-14,Sudeste,8,7,1.26,Total Express,Entregue,0
SH002320,WH05,2023-05-11,Nordeste,13,3,5.88,Correios,Entregue,0
SH002321,WH03,2023-04-16,Sul,3,7,8.66,Correios,Entregue,1
SH002322,WH03,2024-02-25,Sul,4,3,3.05,Jadlog,Entregue,0
SH002323,WH11,2023-09-21,Centro-Oeste,12,5,18.19,Correios,Entregue,0
SH002324,WH09,2023-01-01,Norte,14,3,10.13,Total Express,Entregue,0
SH002325,WH01,2024-04-11,Centro-Oeste,11,10,17.58,Correios,Entregue,0
SH002326,WH01,2023-01-30,Nordeste,1,3,6.09,Correios,Entregue,1
SH002327,WH03,2024-03-27,Norte,1,3,26.56,Total Express,Extraviado,1
SH002328,WH11,2024-01-18,Centro-Oeste,12,3,19.34,Azul Cargo,Extraviado,0
SH002329,WH05,2023-03-26,Sul,3,10,9.67,Azul Cargo,Extraviado,1
SH002330,WH12,2023-01-28,Centro-Oeste,9,7,13.78,Azul Cargo,Entregue,0
SH002331,WH01,2023-07-02,Norte,6,10,1.92,Total Express,Entregue,1
SH002332,WH05,2023-11-14,Sudeste,2,5,17.75,Jadlog,Entregue,1
SH002333,WH05,2023-01-15,Sudeste,2,3,11.21,Total Express,Entregue,1
SH002334,WH06,2023-04-07,Nordeste,7,3,2.67,Jadlog,Em trânsito,0
SH002335,WH08,2023-12-15,Centro-Oeste,5,7,3.82,Jadlog,Entregue,1
SH002336,WH01,2024-05-21,Sul,13,7,29.77,Azul Cargo,Em trânsito,0
SH002337,WH12,2023-02-12,Nordeste,12,3,2.6,Correios,Entregue,0
SH002338,WH09,2023-09-20,Nordeste,11,3,6.86,Total Express,Entregue,0
SH002339,WH11,2023-05-15,Nordeste,13,3,22.04,Correios,Entregue,0
SH002340,WH09,2023-04-29,Norte,11,7,4.53,Azul Cargo,Atrasado,0
SH002341,WH01,2023-08-08,Sudeste,10,10,2.14,Total Express,Entregue,1
SH002342,WH06,2023-08-22,Norte,3,5,8.17,Jadlog,Entregue,1
SH002343,WH10,2024-02-07,Sudeste,4,3,2.54,Jadlog,Em trânsito,0
SH002344,WH06,2024-06-22,Centro-Oeste,1,3,49.4,Jadlog,Entregue,1
SH002345,WH08,2023-05-28,Norte,13,3,12.66,Total Express,Entregue,0
SH002346,WH08,2023-06-08,Sul,11,10,8.45,Total Express,Atrasado,0
SH002347,WH02,2024-05-28,Centro-Oeste,12,3,6.93,Total Express,Entregue,0
SH002348,WH12,2023-08-01,Norte,3,7,11.52,Correios,Entregue,1
SH002349,WH09,2023-12-20,Sul,12,3,5.31,Azul Cargo,Entregue,0
SH002350,WH10,2023-11-26,Centro-Oeste,4,5,2.93,Total Express,Entregue,1
SH002351,WH01,2023-11-08,Centro-Oeste,13,5,3.59,Azul Cargo,Entregue,0
SH002352,WH05,2023-06-13,Sul,14,5,1.38,Correios,Entregue,0
SH002353,WH10,2023-04-25,Sul,9,10,27.12,Correios,Atrasado,1
SH002354,WH02,2024-06-18,Nordeste,11,10,35.7,Total Express,Entregue,0
SH002355,WH10,2023-02-08,Norte,10,10,3.35,Correios,Entregue,1
SH002356,WH01,2023-11-22,Sudeste,5,5,45.85,Total Express,Em trânsito,1
SH002357,WH07,2023-06-14,Sul,8,10,9.61,Azul Cargo,Entregue,1
SH002358,WH09,2023-04-19,Sudeste,5,3,3.31,Jadlog,Em trânsito,0
SH002359,WH02,2023-07-13,Nordeste,5,3,8.45,Jadlog,Entregue,0
SH002360,WH08,2023-07-16,Sudeste,8,10,0.96,Jadlog,Entregue,1
SH002361,WH05,2023-09-27,Sul,3,7,1.82,Jadlog,Entregue,1
SH002362,WH06,2023-03-24,Norte,5,7,3.02,Jadlog,Atrasado,1
SH002363,WH10,2023-12-31,Sudeste,13,5,29.31,Correios,Entregue,0
SH002364,WH12,2023-09-05,Centro-Oeste,13,3,35.75,Correios,Entregue,0
SH002365,WH07,2023-04-06,Sudeste,5,10,6.32,Correios,Entregue,1
SH002366,WH04,2023-03-30,Nordeste,1,3,3.32,Correios,Em trânsito,1
SH002367,WH03,2023-12-13,Nordeste,3,3,4.7,Total Express,Em trânsito,1
SH002368,WH02,2023-11-26,Sul,4,10,4.84,Jadlog,Em trânsito,1
SH002369,WH11,2023-12-20,Norte,10,7,9.66,Azul Cargo,Entregue,0
SH002370,WH01,2024-02-12,Sudeste,6,7,2.23,Correios,Entregue,1
SH002371,WH04,2023-06-28,Sul,12,7,10.33,Correios,Entregue,0
SH002372,WH06,2023-03-28,Norte,6,3,5.55,Total Express,Entregue,0
SH002373,WH03,2023-09-14,Nordeste,5,3,11.77,Correios,Entregue,0
SH002374,WH03,2024-04-06,Sudeste,11,7,10.0,Jadlog,Entregue,0
SH002375,WH10,2023-08-18,Sul,2,5,7.39,Correios,Entregue,1
SH002376,WH08,2023-08-25,Sudeste,4,7,1.52,Total Express,Entregue,1
SH002377,WH05,2023-09-24,Sudeste,11,3,2.05,Jadlog,Entregue,0
SH002378,WH02,2023-03-12,Centro-Oeste,13,3,5.1,Jadlog,Entregue,0
SH002379,WH10,2023-04-01,Nordeste,5,3,16.18,Azul Cargo,Entregue,0
SH002380,WH09,2024-04-21,Norte,7,7,4.89,Correios,Entregue,1
SH002381,WH12,2023-07-06,Nordeste,13,3,3.94,Correios,Atrasado,0
SH002382,WH01,2024-06-07,Sul,6,7,18.95,Correios,Entregue,1
SH002383,WH06,2023-04-01,Nordeste,2,3,24.7,Azul Cargo,Entregue,1
SH002384,WH05,2023-06-29,Sul,8,10,15.46,Azul Cargo,Entregue,1
SH002385,WH03,2023-03-06,Nordeste,10,5,7.13,Total Express,Entregue,0
SH002386,WH12,2023-02-23,Sul,13,7,2.87,Jadlog,Entregue,0
SH002387,WH01,2023-12-19,Sul,14,5,63.23,Total Express,Entregue,0
SH002388,WH01,2023-11-20,Sudeste,10,3,4.95,Azul Cargo,Entregue,0
SH002389,WH05,2023-10-18,Centro-Oeste,8,10,6.8,Total Express,Entregue,1
SH002390,WH07,2023-01-05,Centro-Oeste,4,3,8.86,Azul Cargo,Entregue,0
SH002391,WH08,2023-01-08,Sudeste,1,10,9.98,Correios,Entregue,1
SH002392,WH03,2023-02-20,Centro-Oeste,3,10,0.25,Correios,Entregue,1
SH002393,WH07,2023-02-03,Norte,9,3,27.31,Azul Cargo,Entregue,0
SH002394,WH08,2023-02-10,Sudeste,6,10,25.48,Azul Cargo,Entregue,1
SH002395,WH03,2023-10-03,Centro-Oeste,1,7,1.6,Correios,Entregue,1
SH002396,WH12,2023-06-04,Sudeste,3,7,22.69,Azul Cargo,Entregue,1
SH002397,WH12,2023-03-14,Sudeste,8,5,2.05,Jadlog,Entregue,0
SH002398,WH10,2023-01-16,Sudeste,12,10,3.34,Azul Cargo,Entregue,0
SH002399,WH08,2023-03-19,Centro-Oeste,2,3,8.79,Correios,Entregue,1
SH002400,WH05,2023-07-20,Centro-Oeste,9,10,45.16,Total Express,Entregue,1
SH002401,WH12,2023-09-20,Norte,9,5,7.88,Azul Cargo,Atrasado,0
SH002402,WH05,2023-06-04,Sudeste,4,3,5.84,Correios,Entregue,0
SH002403,WH08,2024-03-30,Centro-Oeste,4,3,8.77,Azul Cargo,Entregue,0
SH002404,WH06,2023-01-13,Norte,5,7,3.18,Total Express,Entregue,1
SH002405,WH06,2023-09-12,Nordeste,13,10,32.24,Azul Cargo,Entregue,0
SH002406,WH12,2024-05-19,Norte,8,7,32.84,Azul Cargo,Entregue,0
SH002407,WH06,2024-02-07,Centro-Oeste,4,3,13.53,Jadlog,Entregue,0
SH002408,WH10,2023-12-28,Nordeste,9,3,2.02,Azul Cargo,Entregue,0
SH002409,WH01,2023-08-26,Sul,3,3,7.98,Jadlog,Entregue,1
SH002410,WH01,2023-07-05,Centro-Oeste,9,10,5.78,Jadlog,Entregue,1
SH002411,WH03,2024-01-29,Norte,13,10,65.81,Total Express,Entregue,0
SH002412,WH02,2023-05-18,Nordeste,1,5,0.64,Jadlog,Em trânsito,1
SH002413,WH09,2023-10-26,Sudeste,8,5,3.59,Total Express,Entregue,0
SH002414,WH02,2023-02-20,Norte,7,10,8.12,Total Express,Entregue,1
SH002415,WH04,2024-03-09,Centro-Oeste,10,5,20.92,Azul Cargo,Entregue,0
SH002416,WH11,2024-05-27,Norte,8,10,15.67,Azul Cargo,Entregue,1
SH002417,WH07,2024-06-15,Sudeste,2,7,37.53,Total Express,Entregue,1
SH002418,WH10,2023-12-09,Sul,10,3,2.84,Total Express,Entregue,0
SH002419,WH12,2023-07-10,Norte,7,5,1.3,Total Express,Extraviado,0
SH002420,WH07,2023-11-06,Centro-Oeste,4,5,10.7,Total Express,Entregue,1
SH002421,WH12,2023-02-15,Nordeste,1,10,6.8,Jadlog,Entregue,1
SH002422,WH11,2024-02-02,Sul,3,5,4.84,Correios,Entregue,1
SH002423,WH06,2023-03-17,Sul,5,7,17.92,Correios,Entregue,1
SH002424,WH05,2024-05-25,Sudeste,12,7,9.55,Total Express,Entregue,0
SH002425,WH06,2024-05-17,Sul,4,7,4.66,Jadlog,Atrasado,1
SH002426,WH03,2023-07-01,Sul,8,5,9.26,Azul Cargo,Entregue,0
SH002427,WH07,2023-05-12,Sul,2,7,32.36,Azul Cargo,Em trânsito,1
SH002428,WH06,2023-12-22,Centro-Oeste,8,7,3.64,Azul Cargo,Entregue,0
SH002429,WH04,2024-03-22,Sul,10,3,7.22,Correios,Entregue,0
SH002430,WH02,2023-10-04,Norte,10,5,4.07,Total Express,Extraviado,0
SH002431,WH01,2023-01-23,Sul,5,3,10.28,Total Express,Em trânsito,0
SH002432,WH09,2024-06-11,Sudeste,14,7,27.87,Jadlog,Entregue,0
SH002433,WH08,2024-06-09,Sul,2,7,12.69,Total Express,Entregue,1
SH002434,WH04,2023-04-28,Norte,12,3,2.59,Azul Cargo,Entregue,0
SH002435,WH10,2023-03-18,Sudeste,10,10,1.66,Correios,Entregue,1
SH002436,WH11,2024-01-21,Centro-Oeste,12,7,0.43,Jadlog,Entregue,0
SH002437,WH01,2024-04-11,Sudeste,8,5,22.04,Azul Cargo,Entregue,0
SH002438,WH04,2023-03-11,Norte,14,5,7.65,Azul Cargo,Atrasado,0
SH002439,WH05,2023-03-19,Sudeste,1,7,6.59,Azul Cargo,Entregue,1
SH002440,WH01,2023-05-20,Nordeste,14,10,3.68,Correios,Entregue,0
SH002441,WH09,2024-02-18,Norte,5,5,6.75,Correios,Em trânsito,1
SH002442,WH07,2024-05-30,Sudeste,1,5,5.21,Azul Cargo,Entregue,1
SH002443,WH12,2023-08-09,Sul,1,7,16.34,Correios,Entregue,1
SH002444,WH07,2023-08-20,Sudeste,11,7,14.73,Total Express,Entregue,0
SH002445,WH12,2024-02-26,Sul,11,5,7.09,Correios,Em trânsito,0
SH002446,WH01,2024-05-02,Nordeste,2,10,12.73,Total Express,Entregue,1
SH002447,WH12,2023-02-13,Centro-Oeste,8,7,10.68,Jadlog,Atrasado,0
SH002448,WH09,2023-10-08,Norte,10,3,12.29,Azul Cargo,Entregue,0
SH002449,WH10,2023-03-15,Centro-Oeste,4,7,17.09,Jadlog,Entregue,1
SH002450,WH08,2023-04-08,Sudeste,12,10,1.16,Total Express,Entregue,0
SH002451,WH06,2024-05-17,Nordeste,5,10,21.4,Total Express,Entregue,1
SH002452,WH04,2023-03-21,Sudeste,1,10,3.99,Correios,Entregue,1
SH002453,WH06,2023-09-17,Nordeste,14,7,5.77,Correios,Atrasado,0
SH002454,WH11,2023-07-11,Centro-Oeste,9,3,3.88,Total Express,Entregue,0
SH002455,WH04,2024-03-04,Nordeste,5,10,21.04,Correios,Entregue,1
SH002456,WH02,2024-01-12,Sudeste,14,7,24.46,Azul Cargo,Entregue,0
SH002457,WH09,2023-01-13,Nordeste,10,5,1.82,Jadlog,Entregue,0
SH002458,WH10,2023-10-02,Sul,14,5,8.86,Correios,Entregue,0
SH002459,WH02,2023-09-22,Sul,2,10,5.77,Total Express,Entregue,1
SH002460,WH07,2023-08-06,Nordeste,10,5,2.41,Azul Cargo,Atrasado,0
SH002461,WH12,2024-01-19,Nordeste,7,7,9.76,Azul Cargo,Entregue,1
SH002462,WH03,2023-08-10,Nordeste,10,5,5.46,Azul Cargo,Entregue,0
SH002463,WH11,2023-06-10,Nordeste,6,7,15.09,Jadlog,Entregue,1
SH002464,WH04,2023-09-10,Nordeste,4,5,21.71,Azul Cargo,Entregue,1
SH002465,WH03,2024-04-25,Sul,8,10,0.16,Total Express,Entregue,1
SH002466,WH03,2023-10-14,Norte,10,10,9.52,Total Express,Entregue,1
SH002467,WH06,2023-07-23,Centro-Oeste,10,10,10.43,Azul Cargo,Atrasado,1
SH002468,WH11,2023-07-22,Sul,9,5,4.59,Azul Cargo,Entregue,0
SH002469,WH06,2024-01-04,Nordeste,11,5,19.48,Azul Cargo,Entregue,0
SH002470,WH02,2023-06-27,Norte,13,3,28.84,Jadlog,Entregue,0
SH002471,WH01,2023-08-31,Norte,7,7,17.34,Jadlog,Atrasado,1
SH002472,WH06,2024-06-17,Centro-Oeste,6,7,8.99,Correios,Entregue,1
SH002473,WH01,2023-11-12,Sudeste,13,10,0.14,Jadlog,Entregue,0
SH002474,WH12,2023-07-20,Sudeste,7,10,6.58,Total Express,Entregue,1
SH002475,WH06,2024-01-19,Sudeste,5,7,14.2,Correios,Entregue,1
SH002476,WH10,2024-06-23,Sudeste,3,10,2.08,Total Express,Entregue,1
SH002477,WH06,2023-11-13,Sul,7,5,17.94,Correios,Entregue,0
SH002478,WH01,2023-12-06,Sul,4,5,11.41,Azul Cargo,Entregue,1
SH002479,WH05,2023-05-15,Nordeste,8,3,4.83,Correios,Entregue,0
SH002480,WH04,2023-08-12,Norte,13,5,22.65,Correios,Entregue,0
SH002481,WH06,2023-10-15,Sul,5,5,12.36,Jadlog,Entregue,1
SH002482,WH08,2023-07-08,Sul,5,10,4.34,Jadlog,Entregue,1
SH002483,WH01,2024-05-21,Centro-Oeste,5,5,2.64,Correios,Entregue,1
SH002484,WH02,2023-05-04,Sul,6,10,2.05,Azul Cargo,Entregue,1
SH002485,WH02,2023-01-29,Sudeste,4,7,51.85,Azul Cargo,Entregue,1
SH002486,WH09,2023-10-10,Sul,2,5,24.39,Azul Cargo,Em trânsito,1
SH002487,WH06,2023-10-31,Sudeste,6,5,13.98,Correios,Entregue,0
SH002488,WH10,2023-11-05,Sul,12,7,7.63,Jadlog,Entregue,0
SH002489,WH09,2023-09-28,Nordeste,12,5,22.62,Total Express,Atrasado,0
SH002490,WH04,2023-12-18,Nordeste,1,5,14.58,Jadlog,Em trânsito,1
SH002491,WH09,2023-01-02,Centro-Oeste,14,3,9.78,Correios,Entregue,0
SH002492,WH09,2023-09-28,Norte,4,5,18.16,Jadlog,Entregue,1
SH002493,WH01,2023-06-21,Centro-Oeste,6,7,1.52,Total Express,Entregue,1
SH002494,WH09,2023-09-24,Sul,14,5,24.9,Jadlog,Entregue,0
SH002495,WH05,2024-03-26,Sul,1,3,1.64,Azul Cargo,Entregue,1
SH002496,WH10,2023-06-11,Sul,12,5,28.16,Jadlog,Entregue,0
SH002497,WH10,2024-03-11,Sul,6,7,2.98,Correios,Entregue,1
SH002498,WH11,2023-11-20,Sudeste,6,7,5.9,Azul Cargo,Entregue,1
SH002499,WH07,2023-05-19,Norte,14,5,17.13,Jadlog,Em trânsito,0
SH002500,WH05,2023-10-25,Nordeste,3,7,1.45,Total Express,Entregue,1
SH002501,WH02,2023-12-23,Norte,1,7,44.13,Total Express,Entregue,1
SH002502,WH05,2023-06-26,Sudeste,3,10,16.59,Total Express,Em trânsito,1
SH002503,WH01,2023-01-11,Sul,12,5,3.62,Azul Cargo,Entregue,0
SH002504,WH01,2023-09-11,Sudeste,11,5,26.23,Azul Cargo,Entregue,0
SH002505,WH02,2023-01-11,Nordeste,12,3,0.51,Total Express,Entregue,0
SH002506,WH04,2024-03-28,Norte,1,10,0.13,Total Express,Em trânsito,1
SH002507,WH10,2024-04-15,Sul,8,7,4.69,Total Express,Entregue,0
SH002508,WH12,2024-04-23,Centro-Oeste,7,3,1.28,Total Express,Entregue,0
SH002509,WH09,2023-05-21,Nordeste,3,7,20.57,Total Express,Entregue,1
SH002510,WH06,2023-01-24,Sul,8,7,5.82,Correios,Entregue,0
SH002511,WH11,2023-01-18,Centro-Oeste,4,10,11.6,Azul Cargo,Entregue,1
SH002512,WH09,2024-03-22,Nordeste,10,10,20.77,Azul Cargo,Entregue,1
SH002513,WH05,2023-08-19,Sul,2,10,1.99,Correios,Entregue,1
SH002514,WH09,2024-03-19,Centro-Oeste,12,10,43.65,Azul Cargo,Entregue,0
SH002515,WH01,2024-04-04,Sul,6,5,12.65,Correios,Entregue,0
SH002516,WH01,2023-09-21,Norte,9,10,0.81,Azul Cargo,Entregue,1
SH002517,WH06,2023-08-18,Norte,7,7,9.33,Azul Cargo,Em trânsito,1
SH002518,WH02,2024-02-19,Centro-Oeste,5,10,24.56,Azul Cargo,Atrasado,1
SH002519,WH07,2023-12-22,Norte,3,5,27.38,Azul Cargo,Entregue,1
SH002520,WH09,2024-03-07,Norte,5,7,16.53,Jadlog,Entregue,1
SH002521,WH07,2023-04-06,Nordeste,7,5,43.0,Jadlog,Entregue,0
SH002522,WH09,2023-12-03,Sudeste,3,7,8.29,Correios,Entregue,1
SH002523,WH04,2023-10-28,Norte,11,3,6.19,Azul Cargo,Extraviado,0
SH002524,WH07,2023-03-28,Centro-Oeste,2,7,3.0,Azul Cargo,Extraviado,1
SH002525,WH11,2024-05-29,Nordeste,6,3,7.34,Total Express,Entregue,0
SH002526,WH10,2023-01-23,Centro-Oeste,11,3,23.37,Azul Cargo,Entregue,0
SH002527,WH01,2024-04-20,Norte,8,5,0.67,Jadlog,Em trânsito,0
SH002528,WH10,2024-04-18,Sul,7,5,3.04,Jadlog,Entregue,0
SH002529,WH06,2023-03-13,Sul,4,5,42.74,Azul Cargo,Entregue,1
SH002530,WH09,2023-07-03,Norte,14,7,18.75,Jadlog,Entregue,0
SH002531,WH06,2024-01-30,Sul,11,7,3.92,Azul Cargo,Entregue,0
SH002532,WH12,2024-01-05,Sudeste,4,3,21.87,Correios,Entregue,0
SH002533,WH07,2023-01-07,Centro-Oeste,4,7,1.87,Correios,Entregue,1
SH002534,WH10,2023-09-22,Sudeste,5,7,13.19,Jadlog,Entregue,1
