transaction_id,customer_id,date,amount,category,payment_method,status
T004291,C00408,2022-09-01,76.45,Eletrônicos,Crédito,Concluído
T004292,C01113,2022-04-05,70.28,Casa,Pix,Cancelado
T004293,C01631,2023-09-25,59.22,Esporte,Pix,Reembolsado
T004294,C00221,2022-01-06,332.4,Moda,Pix,Cancelado
T004295,C01093,2024-02-19,426.72,Esporte,Débito,Concluído
T004296,C01318,2022-03-28,99.04,Casa,Crédito,Concluído
T004297,C01261,2022-07-08,91.01,Moda,Débito,Concluído
T004298,C01931,2023-09-07,464.53,Esporte,Débito,Concluído
T004299,C01184,2023-09-08,244.49,Casa,Pix,Concluído
T004300,C01856,2023-02-24,86.84,Esporte,Débito,Concluído
T004301,C00840,2024-03-13,312.6,Casa,Boleto,Cancelado
T004302,C00788,2022-03-08,105.62,Alimentação,Pix,Concluído
T004303,C01314,2023-09-10,220.81,Eletrônicos,Pix,Cancelado
T004304,C01903,2022-09-05,1227.72,Casa,Crédito,Concluído
T004305,C00554,2024-05-09,89.74,Esporte,Boleto,Concluído
T004306,C01928,2022-07-26,666.7,Casa,Boleto,Concluído
T004307,C00578,2022-07-24,96.66,Casa,Boleto,Concluído
T004308,C00533,2022-11-15,194.29,Esporte,Crédito,Concluído
T004309,C00335,2022-03-24,154.04,Esporte,Débito,Concluído
T004310,C01021,2023-02-28,382.15,Moda,Débito,Concluído
T004311,C01606,2022-03-23,15.76,Casa,Crédito,Concluído
T004312,C01797,2024-03-09,246.63,Alimentação,Débito,Concluído
T004313,C01526,2023-07-03,357.47,Eletrônicos,Boleto,Cancelado
T004314,C00246,2023-12-26,159.73,Casa,Crédito,Cancelado
T004315,C01347,2023-05-02,27.81,Esporte,Boleto,Concluído
T004316,C01771,2022-05-13,70.19,Moda,Boleto,Cancelado
T004317,C01963,2022-04-25,284.6,Casa,Crédito,Concluído
T004318,C01808,2023-01-12,564.49,Alimentação,Pix,Concluído
T004319,C00611,2022-07-30,136.88,Esporte,Crédito,Concluído
T004320,C00329,2022-05-12,205.48,Alimentação,Crédito,Concluído
T004321,C00547,2023-01-09,64.82,Alimentação,Pix,Concluído
T004322,C00339,2022-06-03,132.85,Eletrônicos,Pix,Concluído
T004323,C01195,2023-02-27,102.67,Eletrônicos,Boleto,Concluído
T004324,C01134,2024-03-16,266.43,Casa,Pix,Concluído
T004325,C00994,2023-01-01,1044.96,Eletrônicos,Pix,Concluído
T004326,C00807,2023-11-25,419.57,Casa,Boleto,Concluído
T004327,C01034,2022-05-27,53.35,Casa,Boleto,Reembolsado
T004328,C01226,2024-01-04,215.5,Esporte,Boleto,Concluído
T004329,C01940,2024-03-04,17.18,Esporte,Boleto,Concluído
T004330,C01281,2022-05-07,70.89,Moda,Crédito,Concluído
T004331,C01286,2022-11-04,47.25,Eletrônicos,Boleto,Concluído
T004332,C00693,2023-12-16,102.2,Moda,Crédito,Concluído
T004333,C00430,2022-04-28,283.93,Alimentação,Boleto,Concluído
T004334,C01531,2023-07-27,172.98,Casa,Crédito,Concluído
T004335,C01090,2022-08-19,675.43,Casa,Crédito,Concluído
T004336,C00806,2023-03-27,59.8,Esporte,Crédito,Concluído
T004337,C01697,2023-05-15,113.22,Alimentação,Crédito,Concluído
T004338,C01603,2023-10-24,100.06,Casa,Pix,Concluído
T004339,C00612,2022-05-25,67.28,Casa,Crédito,Cancelado
T004340,C01613,2024-06-25,1246.64,Alimentação,Pix,Concluído
T004341,C00035,2023-09-15,122.44,Alimentação,Pix,Concluído
T004342,C01999,2023-11-10,705.48,Casa,Crédito,Concluído
T004343,C00557,2023-12-02,123.77,Alimentação,Boleto,Concluído
T004344,C01686,2022-02-18,57.07,Eletrônicos,Pix,Concluído
T004345,C00491,2022-04-17,31.73,Alimentação,Crédito,Concluído
T004346,C01604,2022-04-03,483.73,Moda,Débito,Concluído
T004347,C00254,2023-09-28,8.16,Moda,Pix,Concluído
T004348,C00017,2024-04-08,833.81,Casa,Boleto,Reembolsado
T004349,C00261,2022-05-20,135.4,Casa,Débito,Concluído
T004350,C01749,2024-06-27,71.05,Esporte,Pix,Cancelado
T004351,C01849,2022-11-10,240.22,Alimentação,Crédito,Concluído
T004352,C01280,2022-01-11,35.65,Moda,Crédito,Concluído
T004353,C00728,2023-03-24,18.72,Esporte,Crédito,Concluído
T004354,C01887,2023-01-30,439.75,Casa,Crédito,Concluído
T004355,C01448,2023-05-20,138.2,Eletrônicos,Boleto,Concluído
T004356,C00501,2023-01-13,182.59,Alimentação,Boleto,Concluído
T004357,C01016,2022-12-27,48.61,Esporte,Pix,Concluído
T004358,C00286,2023-11-14,15.85,Eletrônicos,Crédito,Concluído
T004359,C01962,2023-07-02,114.63,Casa,Débito,Concluído
T004360,C00007,2023-10-04,176.38,Moda,Pix,Concluído
T004361,C01521,2024-05-04,362.5,Esporte,Débito,Concluído
T004362,C01916,2023-07-27,173.81,Esporte,Crédito,Concluído
T004363,C01223,2024-04-25,381.4,Casa,Crédito,Reembolsado
T004364,C01627,2023-07-15,30.66,Casa,Crédito,Concluído
T004365,C00659,2023-01-31,16.53,Moda,Pix,Concluído
T004366,C00937,2022-07-05,43.25,Moda,Débito,Concluído
T004367,C01442,2022-08-09,369.62,Moda,Crédito,Concluído
T004368,C01686,2023-06-02,356.08,Eletrônicos,Crédito,Cancelado
T004369,C00052,2022-10-27,38.1,Eletrônicos,Crédito,Concluído
T004370,C00243,2022-06-24,7.87,Casa,Pix,Reembolsado
T004371,C01243,2024-03-01,289.02,Esporte,Pix,Concluído
T004372,C00518,2023-01-06,483.24,Eletrônicos,Crédito,Concluído
T004373,C00970,2024-05-15,350.72,Casa,Débito,Concluído
T004374,C00109,2023-05-24,56.66,Eletrônicos,Crédito,Concluído
T004375,C01375,2024-05-25,219.13,Moda,Pix,Concluído
T004376,C00921,2022-07-23,354.05,Casa,Crédito,Concluído
T004377,C00066,2023-08-31,73.87,Moda,Boleto,Concluído
T004378,C01034,2022-10-09,187.55,Alimentação,Débito,Concluído
T004379,C00202,2023-10-09,94.39,Esporte,Boleto,Concluído
T004380,C01818,2023-02-20,63.91,Moda,Pix,Concluído
T004381,C00901,2022-02-02,873.24,Esporte,Boleto,Concluído
T004382,C00214,2022-03-23,609.26,Casa,Débito,Concluído
T004383,C00068,2023-04-28,147.5,Alimentação,Débito,Concluído
T004384,C00759,2022-05-28,36.77,Esporte,Boleto,Cancelado
T004385,C00866,2023-08-30,325.4,Eletrônicos,Crédito,Concluído
T004386,C00327,2023-05-10,73.83,Casa,Boleto,Concluído
T004387,C01074,2022-06-19,46.14,Alimentação,Pix,Concluído
T004388,C01041,2023-12-24,120.13,Eletrônicos,Boleto,Concluído
T004389,C00523,2024-06-15,188.68,Eletrônicos,Boleto,Concluído
T004390,C01845,2023-12-04,25.63,Alimentação,Pix,Concluído
T004391,C01330,2022-01-07,212.01,Moda,Boleto,Concluído
T004392,C01416,2023-01-15,3.87,Alimentação,Boleto,Concluído
T004393,C00988,2024-04-05,556.1,Alimentação,Pix,Concluído
T004394,C01148,2024-05-03,633.76,Alimentação,Boleto,Concluído
T004395,C01004,2023-03-10,330.19,Esporte,Boleto,Concluído
T004396,C00504,2022-02-03,157.1,Moda,Débito,Concluído
T004397,C01249,2023-07-17,73.56,Casa,Pix,Concluído
T004398,C00756,2023-09-24,340.75,Eletrônicos,Débito,Concluído
T004399,C01342,2022-05-18,671.32,Esporte,Pix,Concluído
T004400,C00473,2023-01-02,43.15,Moda,Crédito,Cancelado
T004401,C01868,2022-04-16,156.76,Alimentação,Débito,Concluído
T004402,C01915,2024-03-04,94.68,Esporte,Crédito,Concluído
T004403,C00858,2022-02-01,110.3,Esporte,Boleto,Concluído
T004404,C00541,2023-09-28,130.12,Eletrônicos,Crédito,Concluído
T004405,C01382,2023-11-13,758.08,Casa,Boleto,Concluído
T004406,C01507,2023-06-08,74.82,Moda,Crédito,Concluído
T004407,C00869,2022-06-17,169.65,Moda,Boleto,Concluído
T004408,C00878,2024-05-04,756.48,Moda,Boleto,Concluído
T004409,C00940,2022-03-19,161.59,Alimentação,Crédito,Concluído
T004410,C00877,2023-06-30,498.04,Alimentação,Débito,Reembolsado
T004411,C01453,2022-07-28,15.14,Esporte,Pix,Concluído
T004412,C00797,2024-04-17,764.56,Casa,Débito,Concluído
T004413,C01521,2023-02-15,51.92,Eletrônicos,Crédito,Concluído
T004414,C00472,2022-01-08,977.2,Eletrônicos,Boleto,Cancelado
T004415,C01595,2024-01-07,48.27,Casa,Crédito,Concluído
T004416,C01679,2022-08-15,146.91,Moda,Pix,Cancelado
T004417,C00838,2022-06-24,92.26,Casa,Crédito,Concluído
T004418,C01888,2022-03-22,141.95,Eletrônicos,Débito,Cancelado
T004419,C01324,2024-03-04,72.1,Alimentação,Boleto,Concluído
T004420,C01762,2022-02-26,840.38,Casa,Débito,Concluído
T004421,C01700,2022-05-15,91.22,Esporte,Boleto,Concluído
T004422,C00084,2022-08-26,264.81,Alimentação,Débito,Concluído
T004423,C00377,2023-04-17,36.96,Esporte,Débito,Concluído
T004424,C01337,2022-08-05,434.87,Esporte,Crédito,Concluído
T004425,C01653,2024-01-09,195.5,Casa,Pix,Concluído
T004426,C01344,2022-01-26,971.18,Esporte,Débito,Reembolsado
T004427,C00204,2022-07-06,137.65,Moda,Crédito,Concluído
T004428,C01379,2024-05-31,54.37,Casa,Boleto,Concluído
T004429,C01009,2023-09-22,106.17,Eletrônicos,Boleto,Concluído
T004430,C01318,2023-12-10,333.87,Moda,Débito,Concluído
T004431,C00504,2022-04-26,269.05,Alimentação,Boleto,Concluído
T004432,C01169,2024-03-25,376.66,Casa,Pix,Concluído
T004433,C00539,2023-09-06,19.08,Eletrônicos,Crédito,Concluído
T004434,C00017,2024-06-10,217.09,Eletrônicos,Débito,Reembolsado
T004435,C00575,2022-06-12,672.68,Casa,Pix,Concluído
T004436,C01803,2023-02-18,28.54,Moda,Crédito,Cancelado
T004437,C00576,2022-06-27,24.77,Eletrônicos,Crédito,Concluído
T004438,C01015,2022-10-07,315.23,Casa,Débito,Concluído
T004439,C01063,2024-03-08,94.65,Casa,Boleto,Concluído
T004440,C00130,2022-07-31,268.66,Esporte,Crédito,Concluído
T004441,C00115,2022-02-23,197.08,Casa,Crédito,Concluído
T004442,C01474,2022-03-08,1068.37,Eletrônicos,Boleto,Concluído
T004443,C00950,2023-06-28,549.68,Esporte,Boleto,Concluído
T004444,C01949,2024-02-02,283.36,Eletrônicos,Débito,Concluído
T004445,C01069,2023-06-04,75.84,Moda,Débito,Concluído
T004446,C00216,2023-05-14,75.92,Moda,Crédito,Concluído
T004447,C01624,2023-03-07,534.78,Eletrônicos,Boleto,Concluído
T004448,C00848,2023-12-28,220.07,Alimentação,Débito,Concluído
T004449,C01439,2022-02-15,389.31,Alimentação,Débito,Concluído
T004450,C00689,2023-08-15,149.4,Alimentação,Boleto,Concluído
T004451,C01003,2022-02-04,27.2,Eletrônicos,Boleto,Cancelado
T004452,C00265,2022-07-08,101.12,Casa,Crédito,Concluído
T004453,C01947,2022-03-30,43.93,Esporte,Boleto,Concluído
T004454,C01464,2022-12-01,380.62,Casa,Débito,Cancelado
T004455,C00617,2022-05-16,301.42,Eletrônicos,Boleto,Concluído
T004456,C01405,2023-06-30,23.14,Casa,Pix,Concluído
T004457,C01870,2024-03-03,242.81,Moda,Crédito,Concluído
T004458,C00301,2022-04-23,518.14,Esporte,Boleto,Cancelado
T004459,C00985,2022-06-21,298.81,Eletrônicos,Crédito,Concluído
T004460,C01195,2022-12-05,178.91,Esporte,Boleto,Cancelado
T004461,C01644,2023-07-09,93.44,Alimentação,Pix,Concluído
T004462,C00406,2024-06-12,545.31,Alimentação,Débito,Cancelado
T004463,C01379,2023-06-09,137.39,Moda,Débito,Concluído
T004464,C00161,2022-06-23,483.43,Eletrônicos,Débito,Concluído
T004465,C01819,2023-09-29,381.96,Alimentação,Crédito,Concluído
T004466,C01576,2022-11-28,423.51,Esporte,Débito,Concluído
T004467,C00026,2022-07-26,1146.28,Esporte,Débito,Concluído
T004468,C00083,2022-12-09,345.34,Moda,Crédito,Reembolsado
T004469,C00173,2022-04-14,8.66,Alimentação,Crédito,Concluído
T004470,C00999,2023-10-04,57.49,Casa,Débito,Concluído
T004471,C01709,2022-02-09,8.96,Alimentação,Boleto,Concluído
T004472,C00794,2022-01-23,52.65,Moda,Pix,Concluído
T004473,C01094,2022-09-09,15.85,Alimentação,Crédito,Concluído
T004474,C00835,2024-04-16,174.1,Eletrônicos,Pix,Cancelado
T004475,C00006,2022-10-17,7.15,Moda,Pix,Concluído
T004476,C00796,2022-07-21,159.94,Casa,Crédito,Concluído
T004477,C01219,2022-06-04,572.77,Esporte,Pix,Reembolsado
T004478,C00525,2023-07-21,345.15,Alimentação,Boleto,Concluído
T004479,C00063,2022-04-16,720.4,Esporte,Débito,Cancelado
T004480,C01037,2022-09-17,64.25,Moda,Boleto,Cancelado
T004481,C00761,2022-07-19,189.33,Esporte,Pix,Concluído
T004482,C00205,2024-04-17,95.89,Eletrônicos,Débito,Concluído
T004483,C00897,2022-08-05,170.22,Moda,Crédito,Concluído
T004484,C01789,2023-02-15,203.59,Moda,Boleto,Concluído
T004485,C00040,2023-07-13,9.21,Alimentação,Débito,Concluído
T004486,C01189,2024-05-31,66.4,Moda,Crédito,Concluído
T004487,C01055,2022-04-27,305.0,Eletrônicos,Boleto,Concluído
T004488,C01553,2024-06-04,370.62,Alimentação,Boleto,Concluído
T004489,C01673,2023-02-28,210.67,Eletrônicos,Boleto,Concluído
T004490,C00877,2022-07-31,78.96,Casa,Boleto,Concluído
T004491,C01856,2022-06-04,129.83,Alimentação,Pix,Concluído
T004492,C00825,2022-09-20,25.24,Moda,Crédito,Concluído
T004493,C00909,2023-05-22,765.36,Moda,Débito,Concluído
T004494,C01701,2022-05-31,507.52,Moda,Crédito,Concluído
T004495,C00398,2022-07-31,16.96,Casa,Pix,Concluído
T004496,C01483,2022-07-11,45.53,Eletrônicos,Pix,Concluído
T004497,C01817,2024-05-30,217.53,Moda,Débito,Concluído
T004498,C01247,2024-01-25,66.13,Esporte,Débito,Concluído
T004499,C00634,2022-04-08,681.05,Moda,Crédito,Concluído
T004500,C01102,2023-06-25,352.23,Alimentação,Boleto,Concluído
T004501,C01849,2023-12-02,79.81,Alimentação,Débito,Concluído
T004502,C00839,2022-06-21,1.53,Esporte,Crédito,Reembolsado
T004503,C00600,2023-01-06,401.67,Casa,Débito,Concluído
T004504,C00625,2023-12-10,137.95,Alimentação,Pix,Concluído
T004505,C01636,2022-06-04,257.07,Casa,Pix,Concluído
T004506,C01962,2022-05-20,84.56,Casa,Boleto,Cancelado
T004507,C00938,2024-03-15,38.54,Esporte,Boleto,Concluído
T004508,C01839,2024-03-12,281.22,Alimentação,Boleto,Concluído
T004509,C00884,2022-09-13,149.61,Moda,Boleto,Concluído
T004510,C01452,2023-11-07,67.03,Casa,Débito,Reembolsado
T004511,C00425,2023-10-08,37.02,Casa,Crédito,Reembolsado
T004512,C00387,2024-05-13,217.16,Alimentação,Pix,Concluído
T004513,C01263,2023-02-20,323.25,Alimentação,Crédito,Concluído
T004514,C01004,2022-11-25,83.48,Esporte,Pix,Concluído
T004515,C00858,2023-01-13,332.14,Eletrônicos,Débito,Concluído
T004516,C00623,2022-09-23,50.57,Eletrônicos,Débito,Concluído
T004517,C00090,2023-06-25,103.28,Eletrônicos,Boleto,Concluído
T004518,C00385,2022-05-19,341.51,Casa,Débito,Concluído
T004519,C01999,2024-05-09,269.81,Esporte,Pix,Cancelado
T004520,C01163,2024-04-03,78.86,Eletrônicos,Boleto,Concluído
T004521,C00997,2023-08-20,32.57,Alimentação,Débito,Concluído
T004522,C00647,2023-05-27,10.85,Casa,Débito,Concluído
T004523,C01548,2022-09-06,454.91,Casa,Débito,Concluído
T004524,C01268,2024-05-12,19.53,Alimentação,Crédito,Concluído
T004525,C01529,2024-04-05,30.5,Esporte,Débito,Concluído
T004526,C00422,2024-01-15,67.86,Esporte,Crédito,Concluído
T004527,C01206,2022-11-04,147.5,Eletrônicos,Boleto,Concluído
T004528,C01219,2023-07-27,389.91,Alimentação,Crédito,Concluído
T004529,C00874,2024-02-24,71.08,Moda,Pix,Concluído
T004530,C01658,2022-08-07,196.05,Esporte,Débito,Reembolsado
T004531,C00053,2024-03-08,23.68,Eletrônicos,Boleto,Concluído
T004532,C00986,2024-01-31,156.14,Casa,Pix,Concluído
T004533,C01014,2023-08-07,48.89,Esporte,Débito,Concluído
T004534,C01952,2022-10-20,59.31,Moda,Crédito,Cancelado
T004535,C01892,2024-06-19,114.25,Casa,Pix,Concluído
T004536,C00685,2023-02-14,358.19,Casa,Crédito,Concluído
T004537,C00179,2022-07-17,340.63,Alimentação,Débito,Concluído
T004538,C00293,2022-03-21,134.02,Alimentação,Pix,Concluído
T004539,C00375,2023-01-20,31.58,Esporte,Débito,Concluído
T004540,C01083,2022-05-17,82.37,Moda,Pix,Reembolsado
T004541,C01078,2022-08-01,175.98,Alimentação,Débito,Concluído
T004542,C01938,2024-04-18,508.93,Eletrônicos,Crédito,Concluído
T004543,C01793,2023-09-11,862.5,Casa,Boleto,Concluído
T004544,C01269,2022-07-26,253.66,Eletrônicos,Crédito,Concluído
T004545,C01173,2023-10-26,107.96,Casa,Boleto,Concluído
T004546,C00796,2022-05-13,295.6,Eletrônicos,Pix,Concluído
T004547,C01392,2022-06-15,102.45,Casa,Débito,Concluído
T004548,C00016,2023-05-18,245.52,Alimentação,Débito,Concluído
T004549,C00176,2023-03-06,69.85,Eletrônicos,Crédito,Concluído
T004550,C01564,2022-06-29,77.65,Esporte,Boleto,Concluído
T004551,C01430,2022-05-01,19.55,Esporte,Boleto,Reembolsado
T004552,C01491,2022-06-23,136.24,Moda,Pix,Concluído
T004553,C01904,2022-11-27,240.7,Moda,Débito,Cancelado
T004554,C00129,2022-03-09,388.73,Moda,Boleto,Concluído
T004555,C01247,2023-11-30,415.64,Eletrônicos,Boleto,Cancelado
T004556,C00884,2022-05-18,1221.37,Casa,Débito,Concluído
T004557,C01268,2024-05-15,22.96,Moda,Crédito,Concluído
T004558,C00426,2024-06-18,169.88,Alimentação,Débito,Concluído
T004559,C00354,2022-11-04,184.21,Esporte,Boleto,Concluído
T004560,C00750,2022-11-26,408.09,Esporte,Crédito,Concluído
T004561,C00744,2022-08-26,77.43,Alimentação,Pix,Concluído
T004562,C01350,2023-06-14,17.97,Esporte,Débito,Cancelado
T004563,C01628,2022-03-17,94.13,Eletrônicos,Débito,Concluído
T004564,C01027,2022-05-31,1032.67,Alimentação,Crédito,Reembolsado
T004565,C00479,2023-09-12,574.25,Eletrônicos,Boleto,Concluído
T004566,C00976,2023-10-27,125.73,Esporte,Crédito,Concluído
T004567,C01105,2022-11-12,522.42,Alimentação,Débito,Concluído
T004568,C00044,2022-02-06,8.33,Alimentação,Crédito,Concluído
T004569,C00155,2024-04-24,94.29,Alimentação,Crédito,Concluído
T004570,C00947,2023-10-20,324.4,Esporte,Pix,Concluído
T004571,C01560,2022-05-06,62.58,Esporte,Boleto,Concluído
T004572,C01940,2024-03-07,55.28,Esporte,Crédito,Concluído
T004573,C00928,2023-09-12,494.78,Moda,Débito,Concluído
T004574,C00099,2022-10-13,239.25,Moda,Crédito,Concluído
T004575,C01421,2022-08-28,1127.98,Casa,Boleto,Concluído
T004576,C01904,2024-06-05,36.16,Alimentação,Boleto,Concluído
T004577,C00171,2023-09-06,110.06,Esporte,Débito,Concluído
T004578,C00148,2022-08-08,93.21,Alimentação,Boleto,Concluído
T004579,C00123,2022-01-07,530.34,Eletrônicos,Débito,Cancelado
T004580,C00112,2022-08-04,73.69,Eletrônicos,Boleto,Cancelado
T004581,C01023,2023-11-12,109.03,Esporte,Crédito,Concluído
T004582,C01012,2023-08-09,38.53,Moda,Débito,Concluído
T004583,C01154,2022-10-20,373.36,Casa,Boleto,Concluído
T004584,C00068,2023-06-23,67.85,Moda,Pix,Concluído
T004585,C01883,2024-02-28,17.69,Alimentação,Pix,Concluído
T004586,C00828,2023-04-29,142.78,Moda,Débito,Concluído
T004587,C01753,2022-02-12,124.17,Esporte,Pix,Cancelado
T004588,C01924,2022-11-03,48.88,Moda,Crédito,Concluído
T004589,C00892,2022-04-03,35.85,Eletrônicos,Crédito,Concluído
T004590,C01632,2023-08-06,567.18,Esporte,Boleto,Cancelado
T004591,C01681,2022-09-26,17.56,Esporte,Crédito,Concluído
T004592,C01921,2023-09-13,26.15,Esporte,Débito,Concluído
T004593,C01569,2023-11-24,70.28,Moda,Crédito,Concluído
T004594,C01310,2022-08-03,763.55,Eletrônicos,Boleto,Cancelado
T004595,C01029,2022-04-24,22.31,Moda,Crédito,Cancelado
T004596,C01142,2022-07-04,423.23,Alimentação,Boleto,Concluído
T004597,C01676,2022-05-05,556.53,Casa,Débito,Concluído
T004598,C00230,2022-04-15,118.65,Casa,Pix,Concluído
T004599,C00160,2022-08-25,87.0,Casa,Crédito,Concluído
T004600,C01318,2023-10-15,282.82,Alimentação,Boleto,Concluído
T004601,C01785,2024-03-15,303.2,Alimentação,Débito,Concluído
T004602,C01809,2022-06-07,378.51,Alimentação,Pix,Concluído
T004603,C00186,2023-04-19,443.82,Eletrônicos,Pix,Concluído
T004604,C01014,2024-06-26,78.13,Esporte,Pix,Concluído
T004605,C00877,2023-05-20,290.36,Alimentação,Crédito,Concluído
T004606,C00552,2022-10-01,36.23,Casa,Pix,Concluído
T004607,C01248,2024-06-08,178.71,Casa,Pix,Concluído
T004608,C01176,2024-05-02,237.26,Moda,Pix,Concluído
T004609,C01164,2022-04-27,44.1,Esporte,Crédito,Concluído
T004610,C01391,2024-06-04,19.9,Alimentação,Débito,Concluído
T004611,C01152,2023-07-28,54.15,Esporte,Pix,Concluído
T004612,C01375,2023-06-20,136.44,Alimentação,Débito,Concluído
T004613,C00147,2022-03-01,546.96,Casa,Pix,Cancelado
T004614,C01309,2023-02-05,189.78,Esporte,Pix,Concluído
T004615,C01493,2024-05-23,345.07,Esporte,Crédito,Concluído
T004616,C01242,2024-04-07,47.83,Alimentação,Pix,Concluído
T004617,C00436,2024-02-16,28.01,Alimentação,Boleto,Concluído
T004618,C00732,2022-06-29,68.48,Esporte,Pix,Concluído
T004619,C01169,2022-08-20,94.18,Alimentação,Débito,Concluído
T004620,C01865,2023-04-21,198.57,Esporte,Boleto,Concluído
T004621,C01301,2023-10-17,532.67,Moda,Crédito,Concluído
T004622,C01778,2024-04-24,138.82,Esporte,Boleto,Cancelado
T004623,C00060,2022-09-02,182.87,Eletrônicos,Boleto,Concluído
T004624,C01634,2023-08-16,1.16,Esporte,Boleto,Concluído
T004625,C00843,2023-09-30,8.47,Moda,Boleto,Concluído
T004626,C01399,2023-10-11,21.87,Moda,Boleto,Reembolsado
T004627,C00404,2023-07-22,300.16,Casa,Débito,Concluído
T004628,C00881,2022-08-01,166.48,Casa,Boleto,Concluído
T004629,C01717,2023-08-29,53.6,Eletrônicos,Débito,Cancelado
T004630,C01138,2024-06-13,224.49,Alimentação,Débito,Concluído
T004631,C01519,2023-04-04,196.65,Alimentação,Débito,Cancelado
T004632,C00615,2024-03-14,23.25,Moda,Crédito,Concluído
T004633,C00336,2022-05-08,255.7,Moda,Boleto,Concluído
T004634,C00831,2022-08-05,364.35,Casa,Pix,Concluído
T004635,C01593,2023-12-12,84.41,Moda,Crédito,Concluído
T004636,C00285,2022-01-20,290.78,Esporte,Pix,Concluído
T004637,C00129,2023-07-21,55.7,Esporte,Boleto,Concluído
T004638,C01916,2024-01-28,353.39,Eletrônicos,Boleto,Concluído
T004639,C00315,2024-02-02,606.96,Esporte,Pix,Concluído
T004640,C00960,2022-03-01,145.79,Eletrônicos,Débito,Concluído
T004641,C01622,2023-11-06,70.13,Casa,Boleto,Concluído
T004642,C01736,2023-12-15,127.36,Esporte,Pix,Concluído
T004643,C00071,2024-01-09,71.95,Eletrônicos,Crédito,Concluído
T004644,C00345,2022-05-09,0.31,Alimentação,Pix,Concluído
T004645,C01122,2023-07-11,262.78,Eletrônicos,Crédito,Concluído
T004646,C01324,2022-07-16,10.86,Esporte,Crédito,Concluído
T004647,C00176,2023-05-07,59.05,Eletrônicos,Boleto,Concluído
T004648,C01769,2023-11-09,320.44,Casa,Crédito,Concluído
T004649,C00884,2023-05-19,273.95,Moda,Boleto,Concluído
T004650,C01099,2022-09-04,19.04,Alimentação,Pix,Concluído
T004651,C00143,2024-01-08,269.74,Casa,Débito,Concluído
T004652,C00931,2024-03-02,666.88,Alimentação,Crédito,Concluído
T004653,C01047,2022-09-17,19.36,Alimentação,Boleto,Concluído
T004654,C00181,2022-12-13,134.33,Eletrônicos,Débito,Concluído
T004655,C01069,2022-07-16,326.81,Moda,Crédito,Concluído
T004656,C01493,2022-04-17,275.45,Eletrônicos,Pix,Concluído
T004657,C00092,2024-02-20,64.21,Eletrônicos,Crédito,Concluído
T004658,C01293,2024-01-14,44.5,Esporte,Pix,Concluído
T004659,C00034,2023-09-05,383.41,Eletrônicos,Pix,Concluído
T004660,C00678,2022-06-09,782.29,Moda,Pix,Cancelado
T004661,C01606,2023-02-26,364.81,Casa,Pix,Concluído
T004662,C01388,2023-08-30,825.59,Eletrônicos,Boleto,Concluído
T004663,C01732,2022-07-26,232.21,Moda,Boleto,Cancelado
T004664,C01157,2022-11-09,661.62,Eletrônicos,Boleto,Concluído
T004665,C00759,2023-03-08,293.15,Alimentação,Débito,Concluído
T004666,C00382,2022-08-23,598.91,Eletrônicos,Pix,Reembolsado
T004667,C01704,2022-11-23,44.06,Esporte,Crédito,Concluído
T004668,C00966,2023-04-24,422.61,Alimentação,Débito,Concluído
T004669,C01301,2023-03-04,54.77,Moda,Débito,Concluído
T004670,C01180,2023-10-28,6.95,Eletrônicos,Débito,Concluído
T004671,C00387,2022-04-10,182.24,Alimentação,Débito,Concluído
T004672,C00535,2022-08-26,95.77,Alimentação,Crédito,Concluído
T004673,C00200,2022-04-17,11.13,Casa,Pix,Concluído
T004674,C00275,2024-05-07,981.84,Alimentação,Crédito,Cancelado
T004675,C00501,2022-12-30,274.5,Moda,Pix,Concluído
T004676,C00459,2023-10-04,580.22,Eletrônicos,Débito,Concluído
T004677,C00050,2024-03-21,1748.49,Alimentação,Débito,Concluído
T004678,C00970,2023-05-08,124.38,Moda,Boleto,Concluído
T004679,C01722,2022-02-12,73.5,Casa,Boleto,Concluído
T004680,C00988,2023-07-29,50.8,Eletrônicos,Débito,Concluído
T004681,C00532,2022-03-14,181.0,Esporte,Débito,Concluído
T004682,C01004,2023-11-29,232.9,Alimentação,Pix,Concluído
T004683,C00628,2023-09-21,159.86,Alimentação,Débito,Concluído
T004684,C01116,2022-10-31,122.45,Casa,Pix,Concluído
T004685,C01885,2022-01-05,46.06,Moda,Débito,Concluído
T004686,C01480,2023-08-11,145.79,Casa,Crédito,Concluído
T004687,C00339,2024-03-13,22.27,Moda,Débito,Concluído
T004688,C01077,2022-12-15,500.71,Eletrônicos,Pix,Concluído
T004689,C01520,2023-02-04,12.01,Alimentação,Pix,Concluído
T004690,C01659,2023-08-18,119.77,Esporte,Crédito,Concluído
T004691,C01877,2023-03-09,26.38,Casa,Pix,Concluído
T004692,C01874,2023-07-26,372.89,Esporte,Boleto,Concluído
T004693,C01801,2022-04-17,93.76,Esporte,Crédito,Reembolsado
T004694,C00004,2022-04-27,30.01,Alimentação,Débito,Concluído
T004695,C01705,2024-03-29,189.55,Alimentação,Débito,Concluído
T004696,C00281,2023-01-18,620.06,Esporte,Débito,Concluído
T004697,C01314,2024-05-08,598.25,Eletrônicos,Pix,Cancelado
T004698,C00073,2022-03-23,71.8,Esporte,Débito,Concluído
T004699,C01161,2024-04-06,317.94,Moda,Débito,Cancelado
